question,answer,label
Tell me about a time you mentored someone.,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. Tell me about a time you mentored someone.",2
Tell me about a time you mentored someone.,I worked on it and learned something from the experience.,1
Tell me about a time you mentored someone.,I did not handle it.,0
How does this role fit into your career path?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. How does this role fit into your career path?,2
How does this role fit into your career path?,I tried to handle the situation and do my best.,1
How does this role fit into your career path?,I don’t know.,0
How do you align with our company values?,"I thrive in collaborative, transparent environments where innovation and respect are valued. How do you align with our company values?",2
How do you align with our company values?,I have some experience with this and managed it reasonably.,1
How do you align with our company values?,I am not sure.,0
Tell me about a time you mentored someone.,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. Tell me about a time you mentored someone.",2
Tell me about a time you mentored someone.,I worked on it and learned something from the experience.,1
Tell me about a time you mentored someone.,I did not handle it.,0
How do you stay updated with industry trends?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. How do you stay updated with industry trends?",2
How do you stay updated with industry trends?,I tried to handle the situation and do my best.,1
How do you stay updated with industry trends?,I don’t know.,0
Describe a time you felt out of place in a workplace culture.,"I thrive in collaborative, transparent environments where innovation and respect are valued. Describe a time you felt out of place in a workplace culture.",2
Describe a time you felt out of place in a workplace culture.,I have some experience with this and managed it reasonably.,1
Describe a time you felt out of place in a workplace culture.,I am not sure.,0
Describe a time you led a project or team.,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. Describe a time you led a project or team.",2
Describe a time you led a project or team.,I worked on it and learned something from the experience.,1
Describe a time you led a project or team.,I did not handle it.,0
How do you stay updated with industry trends?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. How do you stay updated with industry trends?",2
How do you stay updated with industry trends?,I tried to handle the situation and do my best.,1
How do you stay updated with industry trends?,I don’t know.,0
How do you stay motivated during repetitive tasks?,I'm motivated by challenges and the opportunity to grow both personally and professionally. How do you stay motivated during repetitive tasks?,2
How do you stay motivated during repetitive tasks?,I have some experience with this and managed it reasonably.,1
How do you stay motivated during repetitive tasks?,I am not sure.,0
Describe a time you felt out of place in a workplace culture.,"I thrive in collaborative, transparent environments where innovation and respect are valued. Describe a time you felt out of place in a workplace culture.",2
Describe a time you felt out of place in a workplace culture.,I worked on it and learned something from the experience.,1
Describe a time you felt out of place in a workplace culture.,I did not handle it.,0
Tell me about a conflict you had with a coworker and how you resolved it.,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Tell me about a conflict you had with a coworker and how you resolved it.",2
Tell me about a conflict you had with a coworker and how you resolved it.,I tried to handle the situation and do my best.,1
Tell me about a conflict you had with a coworker and how you resolved it.,I don’t know.,0
What are your long-term career aspirations?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What are your long-term career aspirations?,2
What are your long-term career aspirations?,I have some experience with this and managed it reasonably.,1
What are your long-term career aspirations?,I am not sure.,0
How do you ensure productivity when working remotely?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. How do you ensure productivity when working remotely?,2
How do you ensure productivity when working remotely?,I worked on it and learned something from the experience.,1
How do you ensure productivity when working remotely?,I did not handle it.,0
Do you prefer working independently or in teams? Why?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. Do you prefer working independently or in teams? Why?,2
Do you prefer working independently or in teams? Why?,I tried to handle the situation and do my best.,1
Do you prefer working independently or in teams? Why?,I don’t know.,0
Describe a time you handled a difficult situation professionally.,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Describe a time you handled a difficult situation professionally.",2
Describe a time you handled a difficult situation professionally.,I have some experience with this and managed it reasonably.,1
Describe a time you handled a difficult situation professionally.,I am not sure.,0
How do you build trust with new teammates?,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. How do you build trust with new teammates?",2
How do you build trust with new teammates?,I worked on it and learned something from the experience.,1
How do you build trust with new teammates?,I did not handle it.,0
What tools or methods help you stay organized?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. What tools or methods help you stay organized?,2
What tools or methods help you stay organized?,I tried to handle the situation and do my best.,1
What tools or methods help you stay organized?,I don’t know.,0
What's the most significant change you've had to adapt to at work?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. What's the most significant change you've had to adapt to at work?",2
What's the most significant change you've had to adapt to at work?,I have some experience with this and managed it reasonably.,1
What's the most significant change you've had to adapt to at work?,I am not sure.,0
Describe a time you failed and what you learned from it.,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Describe a time you failed and what you learned from it.",2
Describe a time you failed and what you learned from it.,I worked on it and learned something from the experience.,1
Describe a time you failed and what you learned from it.,I did not handle it.,0
Where do you see yourself in 5 years?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. Where do you see yourself in 5 years?,2
Where do you see yourself in 5 years?,I tried to handle the situation and do my best.,1
Where do you see yourself in 5 years?,I don’t know.,0
How do you react to sudden changes in priorities?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. How do you react to sudden changes in priorities?",2
How do you react to sudden changes in priorities?,I have some experience with this and managed it reasonably.,1
How do you react to sudden changes in priorities?,I am not sure.,0
What would you do if you disagreed with your manager?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. What would you do if you disagreed with your manager?",2
What would you do if you disagreed with your manager?,I worked on it and learned something from the experience.,1
What would you do if you disagreed with your manager?,I did not handle it.,0
Describe your ideal workday.,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. Describe your ideal workday.,2
Describe your ideal workday.,I tried to handle the situation and do my best.,1
Describe your ideal workday.,I don’t know.,0
What's the most significant change you've had to adapt to at work?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. What's the most significant change you've had to adapt to at work?",2
What's the most significant change you've had to adapt to at work?,I have some experience with this and managed it reasonably.,1
What's the most significant change you've had to adapt to at work?,I am not sure.,0
What's the most significant change you've had to adapt to at work?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. What's the most significant change you've had to adapt to at work?",2
What's the most significant change you've had to adapt to at work?,I worked on it and learned something from the experience.,1
What's the most significant change you've had to adapt to at work?,I did not handle it.,0
How do you stay updated with industry trends?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. How do you stay updated with industry trends?",2
How do you stay updated with industry trends?,I tried to handle the situation and do my best.,1
How do you stay updated with industry trends?,I don’t know.,0
How do you deal with feedback that you disagree with?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. How do you deal with feedback that you disagree with?",2
How do you deal with feedback that you disagree with?,I have some experience with this and managed it reasonably.,1
How do you deal with feedback that you disagree with?,I am not sure.,0
What drives your passion for this field?,I'm motivated by challenges and the opportunity to grow both personally and professionally. What drives your passion for this field?,2
What drives your passion for this field?,I worked on it and learned something from the experience.,1
What drives your passion for this field?,I did not handle it.,0
Tell me about a conflict you had with a coworker and how you resolved it.,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Tell me about a conflict you had with a coworker and how you resolved it.",2
Tell me about a conflict you had with a coworker and how you resolved it.,I tried to handle the situation and do my best.,1
Tell me about a conflict you had with a coworker and how you resolved it.,I don’t know.,0
How do you deal with feedback that you disagree with?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. How do you deal with feedback that you disagree with?",2
How do you deal with feedback that you disagree with?,I have some experience with this and managed it reasonably.,1
How do you deal with feedback that you disagree with?,I am not sure.,0
How do you motivate others in a leadership role?,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you motivate others in a leadership role?",2
How do you motivate others in a leadership role?,I worked on it and learned something from the experience.,1
How do you motivate others in a leadership role?,I did not handle it.,0
How do you react to sudden changes in priorities?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. How do you react to sudden changes in priorities?",2
How do you react to sudden changes in priorities?,I tried to handle the situation and do my best.,1
How do you react to sudden changes in priorities?,I don’t know.,0
What kind of growth opportunities are you looking for?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What kind of growth opportunities are you looking for?,2
What kind of growth opportunities are you looking for?,I have some experience with this and managed it reasonably.,1
What kind of growth opportunities are you looking for?,I am not sure.,0
How do you ensure productivity when working remotely?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. How do you ensure productivity when working remotely?,2
How do you ensure productivity when working remotely?,I worked on it and learned something from the experience.,1
How do you ensure productivity when working remotely?,I did not handle it.,0
What skills do you hope to develop in your next role?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What skills do you hope to develop in your next role?,2
What skills do you hope to develop in your next role?,I tried to handle the situation and do my best.,1
What skills do you hope to develop in your next role?,I don’t know.,0
What skills do you hope to develop in your next role?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What skills do you hope to develop in your next role?,2
What skills do you hope to develop in your next role?,I have some experience with this and managed it reasonably.,1
What skills do you hope to develop in your next role?,I am not sure.,0
How do you build trust with new teammates?,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. How do you build trust with new teammates?",2
How do you build trust with new teammates?,I worked on it and learned something from the experience.,1
How do you build trust with new teammates?,I did not handle it.,0
What tools or methods help you stay organized?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. What tools or methods help you stay organized?,2
What tools or methods help you stay organized?,I tried to handle the situation and do my best.,1
What tools or methods help you stay organized?,I don’t know.,0
Describe a time you led a project or team.,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. Describe a time you led a project or team.",2
Describe a time you led a project or team.,I have some experience with this and managed it reasonably.,1
Describe a time you led a project or team.,I am not sure.,0
Tell me about a time you were highly motivated to achieve a goal.,I'm motivated by challenges and the opportunity to grow both personally and professionally. Tell me about a time you were highly motivated to achieve a goal.,2
Tell me about a time you were highly motivated to achieve a goal.,I worked on it and learned something from the experience.,1
Tell me about a time you were highly motivated to achieve a goal.,I did not handle it.,0
Where do you see yourself in 5 years?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. Where do you see yourself in 5 years?,2
Where do you see yourself in 5 years?,I tried to handle the situation and do my best.,1
Where do you see yourself in 5 years?,I don’t know.,0
Where do you see yourself in 5 years?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. Where do you see yourself in 5 years?,2
Where do you see yourself in 5 years?,I have some experience with this and managed it reasonably.,1
Where do you see yourself in 5 years?,I am not sure.,0
What motivates you to come to work every day?,I'm motivated by challenges and the opportunity to grow both personally and professionally. What motivates you to come to work every day?,2
What motivates you to come to work every day?,I worked on it and learned something from the experience.,1
What motivates you to come to work every day?,I did not handle it.,0
Describe a time you failed and what you learned from it.,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Describe a time you failed and what you learned from it.",2
Describe a time you failed and what you learned from it.,I tried to handle the situation and do my best.,1
Describe a time you failed and what you learned from it.,I don’t know.,0
Describe a time you felt out of place in a workplace culture.,"I thrive in collaborative, transparent environments where innovation and respect are valued. Describe a time you felt out of place in a workplace culture.",2
Describe a time you felt out of place in a workplace culture.,I have some experience with this and managed it reasonably.,1
Describe a time you felt out of place in a workplace culture.,I am not sure.,0
How do you align with our company values?,"I thrive in collaborative, transparent environments where innovation and respect are valued. How do you align with our company values?",2
How do you align with our company values?,I worked on it and learned something from the experience.,1
How do you align with our company values?,I did not handle it.,0
What skills do you hope to develop in your next role?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What skills do you hope to develop in your next role?,2
What skills do you hope to develop in your next role?,I tried to handle the situation and do my best.,1
What skills do you hope to develop in your next role?,I don’t know.,0
Tell me about a conflict you had with a coworker and how you resolved it.,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Tell me about a conflict you had with a coworker and how you resolved it.",2
Tell me about a conflict you had with a coworker and how you resolved it.,I have some experience with this and managed it reasonably.,1
Tell me about a conflict you had with a coworker and how you resolved it.,I am not sure.,0
How do you contribute to a positive team environment?,"I thrive in collaborative, transparent environments where innovation and respect are valued. How do you contribute to a positive team environment?",2
How do you contribute to a positive team environment?,I worked on it and learned something from the experience.,1
How do you contribute to a positive team environment?,I did not handle it.,0
Do you prefer working independently or in teams? Why?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. Do you prefer working independently or in teams? Why?,2
Do you prefer working independently or in teams? Why?,I tried to handle the situation and do my best.,1
Do you prefer working independently or in teams? Why?,I don’t know.,0
What skills do you hope to develop in your next role?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What skills do you hope to develop in your next role?,2
What skills do you hope to develop in your next role?,I have some experience with this and managed it reasonably.,1
What skills do you hope to develop in your next role?,I am not sure.,0
Describe a time you felt out of place in a workplace culture.,"I thrive in collaborative, transparent environments where innovation and respect are valued. Describe a time you felt out of place in a workplace culture.",2
Describe a time you felt out of place in a workplace culture.,I worked on it and learned something from the experience.,1
Describe a time you felt out of place in a workplace culture.,I did not handle it.,0
What would you do if you disagreed with your manager?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. What would you do if you disagreed with your manager?",2
What would you do if you disagreed with your manager?,I tried to handle the situation and do my best.,1
What would you do if you disagreed with your manager?,I don’t know.,0
How do you delegate tasks effectively?,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you delegate tasks effectively?",2
How do you delegate tasks effectively?,I have some experience with this and managed it reasonably.,1
How do you delegate tasks effectively?,I am not sure.,0
How do you handle disagreements within a team?,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. How do you handle disagreements within a team?",2
How do you handle disagreements within a team?,I worked on it and learned something from the experience.,1
How do you handle disagreements within a team?,I did not handle it.,0
How do you respond when a teammate isn't pulling their weight?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. How do you respond when a teammate isn't pulling their weight?",2
How do you respond when a teammate isn't pulling their weight?,I tried to handle the situation and do my best.,1
How do you respond when a teammate isn't pulling their weight?,I don’t know.,0
How do you delegate tasks effectively?,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you delegate tasks effectively?",2
How do you delegate tasks effectively?,I have some experience with this and managed it reasonably.,1
How do you delegate tasks effectively?,I am not sure.,0
What role do you usually play in group settings?,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. What role do you usually play in group settings?",2
What role do you usually play in group settings?,I worked on it and learned something from the experience.,1
What role do you usually play in group settings?,I did not handle it.,0
How do you respond when a teammate isn't pulling their weight?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. How do you respond when a teammate isn't pulling their weight?",2
How do you respond when a teammate isn't pulling their weight?,I tried to handle the situation and do my best.,1
How do you respond when a teammate isn't pulling their weight?,I don’t know.,0
How do you contribute to a positive team environment?,"I thrive in collaborative, transparent environments where innovation and respect are valued. How do you contribute to a positive team environment?",2
How do you contribute to a positive team environment?,I have some experience with this and managed it reasonably.,1
How do you contribute to a positive team environment?,I am not sure.,0
What's the most significant change you've had to adapt to at work?,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. What's the most significant change you've had to adapt to at work?",2
What's the most significant change you've had to adapt to at work?,I worked on it and learned something from the experience.,1
What's the most significant change you've had to adapt to at work?,I did not handle it.,0
How do you motivate others in a leadership role?,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you motivate others in a leadership role?",2
How do you motivate others in a leadership role?,I tried to handle the situation and do my best.,1
How do you motivate others in a leadership role?,I don’t know.,0
What kind of growth opportunities are you looking for?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What kind of growth opportunities are you looking for?,2
What kind of growth opportunities are you looking for?,I have some experience with this and managed it reasonably.,1
What kind of growth opportunities are you looking for?,I am not sure.,0
What would you do if you disagreed with your manager?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. What would you do if you disagreed with your manager?",2
What would you do if you disagreed with your manager?,I worked on it and learned something from the experience.,1
What would you do if you disagreed with your manager?,I did not handle it.,0
How do you contribute to a positive team environment?,"I thrive in collaborative, transparent environments where innovation and respect are valued. How do you contribute to a positive team environment?",2
How do you contribute to a positive team environment?,I tried to handle the situation and do my best.,1
How do you contribute to a positive team environment?,I don’t know.,0
Where do you see yourself in 5 years?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. Where do you see yourself in 5 years?,2
Where do you see yourself in 5 years?,I have some experience with this and managed it reasonably.,1
Where do you see yourself in 5 years?,I am not sure.,0
What kind of growth opportunities are you looking for?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What kind of growth opportunities are you looking for?,2
What kind of growth opportunities are you looking for?,I worked on it and learned something from the experience.,1
What kind of growth opportunities are you looking for?,I did not handle it.,0
How do you align with our company values?,"I thrive in collaborative, transparent environments where innovation and respect are valued. How do you align with our company values?",2
How do you align with our company values?,I tried to handle the situation and do my best.,1
How do you align with our company values?,I don’t know.,0
Where do you see yourself in 5 years?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. Where do you see yourself in 5 years?,2
Where do you see yourself in 5 years?,I have some experience with this and managed it reasonably.,1
Where do you see yourself in 5 years?,I am not sure.,0
How do you motivate others in a leadership role?,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you motivate others in a leadership role?",2
How do you motivate others in a leadership role?,I worked on it and learned something from the experience.,1
How do you motivate others in a leadership role?,I did not handle it.,0
What tools or methods help you stay organized?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. What tools or methods help you stay organized?,2
What tools or methods help you stay organized?,I tried to handle the situation and do my best.,1
What tools or methods help you stay organized?,I don’t know.,0
Why do you want to work at our company?,I'm motivated by challenges and the opportunity to grow both personally and professionally. Why do you want to work at our company?,2
Why do you want to work at our company?,I have some experience with this and managed it reasonably.,1
Why do you want to work at our company?,I am not sure.,0
How do you ensure productivity when working remotely?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. How do you ensure productivity when working remotely?,2
How do you ensure productivity when working remotely?,I worked on it and learned something from the experience.,1
How do you ensure productivity when working remotely?,I did not handle it.,0
Describe a time you handled a difficult situation professionally.,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Describe a time you handled a difficult situation professionally.",2
Describe a time you handled a difficult situation professionally.,I tried to handle the situation and do my best.,1
Describe a time you handled a difficult situation professionally.,I don’t know.,0
How do you stay motivated during repetitive tasks?,I'm motivated by challenges and the opportunity to grow both personally and professionally. How do you stay motivated during repetitive tasks?,2
How do you stay motivated during repetitive tasks?,I have some experience with this and managed it reasonably.,1
How do you stay motivated during repetitive tasks?,I am not sure.,0
Tell me about a time you worked well within a team.,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. Tell me about a time you worked well within a team.",2
Tell me about a time you worked well within a team.,I worked on it and learned something from the experience.,1
Tell me about a time you worked well within a team.,I did not handle it.,0
How does this role fit into your career path?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. How does this role fit into your career path?,2
How does this role fit into your career path?,I tried to handle the situation and do my best.,1
How does this role fit into your career path?,I don’t know.,0
Do you prefer working independently or in teams? Why?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. Do you prefer working independently or in teams? Why?,2
Do you prefer working independently or in teams? Why?,I have some experience with this and managed it reasonably.,1
Do you prefer working independently or in teams? Why?,I am not sure.,0
Describe a time you handled a difficult situation professionally.,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Describe a time you handled a difficult situation professionally.",2
Describe a time you handled a difficult situation professionally.,I worked on it and learned something from the experience.,1
Describe a time you handled a difficult situation professionally.,I did not handle it.,0
Describe a time you failed and what you learned from it.,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Describe a time you failed and what you learned from it.",2
Describe a time you failed and what you learned from it.,I tried to handle the situation and do my best.,1
Describe a time you failed and what you learned from it.,I don’t know.,0
What tools or methods help you stay organized?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. What tools or methods help you stay organized?,2
What tools or methods help you stay organized?,I have some experience with this and managed it reasonably.,1
What tools or methods help you stay organized?,I am not sure.,0
What are your expectations from leadership in a company?,"I thrive in collaborative, transparent environments where innovation and respect are valued. What are your expectations from leadership in a company?",2
What are your expectations from leadership in a company?,I worked on it and learned something from the experience.,1
What are your expectations from leadership in a company?,I did not handle it.,0
How do you deal with feedback that you disagree with?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. How do you deal with feedback that you disagree with?",2
How do you deal with feedback that you disagree with?,I tried to handle the situation and do my best.,1
How do you deal with feedback that you disagree with?,I don’t know.,0
What are your expectations from leadership in a company?,"I thrive in collaborative, transparent environments where innovation and respect are valued. What are your expectations from leadership in a company?",2
What are your expectations from leadership in a company?,I have some experience with this and managed it reasonably.,1
What are your expectations from leadership in a company?,I am not sure.,0
Tell me about a time you worked well within a team.,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. Tell me about a time you worked well within a team.",2
Tell me about a time you worked well within a team.,I worked on it and learned something from the experience.,1
Tell me about a time you worked well within a team.,I did not handle it.,0
Why do you want to work at our company?,I'm motivated by challenges and the opportunity to grow both personally and professionally. Why do you want to work at our company?,2
Why do you want to work at our company?,I tried to handle the situation and do my best.,1
Why do you want to work at our company?,I don’t know.,0
How do you align with our company values?,"I thrive in collaborative, transparent environments where innovation and respect are valued. How do you align with our company values?",2
How do you align with our company values?,I have some experience with this and managed it reasonably.,1
How do you align with our company values?,I am not sure.,0
What type of company culture do you thrive in?,"I thrive in collaborative, transparent environments where innovation and respect are valued. What type of company culture do you thrive in?",2
What type of company culture do you thrive in?,I worked on it and learned something from the experience.,1
What type of company culture do you thrive in?,I did not handle it.,0
Describe a time you failed and what you learned from it.,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Describe a time you failed and what you learned from it.",2
Describe a time you failed and what you learned from it.,I tried to handle the situation and do my best.,1
Describe a time you failed and what you learned from it.,I don’t know.,0
Describe a project where teamwork was essential to success.,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. Describe a project where teamwork was essential to success.",2
Describe a project where teamwork was essential to success.,I have some experience with this and managed it reasonably.,1
Describe a project where teamwork was essential to success.,I am not sure.,0
What are your expectations from leadership in a company?,"I thrive in collaborative, transparent environments where innovation and respect are valued. What are your expectations from leadership in a company?",2
What are your expectations from leadership in a company?,I worked on it and learned something from the experience.,1
What are your expectations from leadership in a company?,I did not handle it.,0
How do you stay motivated during repetitive tasks?,I'm motivated by challenges and the opportunity to grow both personally and professionally. How do you stay motivated during repetitive tasks?,2
How do you stay motivated during repetitive tasks?,I tried to handle the situation and do my best.,1
How do you stay motivated during repetitive tasks?,I don’t know.,0
How do you delegate tasks effectively?,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you delegate tasks effectively?",2
How do you delegate tasks effectively?,I have some experience with this and managed it reasonably.,1
How do you delegate tasks effectively?,I am not sure.,0
Describe a time you failed and what you learned from it.,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Describe a time you failed and what you learned from it.",2
Describe a time you failed and what you learned from it.,I worked on it and learned something from the experience.,1
Describe a time you failed and what you learned from it.,I did not handle it.,0
What are your expectations from leadership in a company?,"I thrive in collaborative, transparent environments where innovation and respect are valued. What are your expectations from leadership in a company?",2
What are your expectations from leadership in a company?,I tried to handle the situation and do my best.,1
What are your expectations from leadership in a company?,I don’t know.,0
What tools or methods help you stay organized?,I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. What tools or methods help you stay organized?,2
What tools or methods help you stay organized?,I have some experience with this and managed it reasonably.,1
What tools or methods help you stay organized?,I am not sure.,0
Tell me about a time you had to learn something completely new quickly.,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Tell me about a time you had to learn something completely new quickly.",2
Tell me about a time you had to learn something completely new quickly.,I worked on it and learned something from the experience.,1
Tell me about a time you had to learn something completely new quickly.,I did not handle it.,0
What role do you usually play in group settings?,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. What role do you usually play in group settings?",2
What role do you usually play in group settings?,I tried to handle the situation and do my best.,1
What role do you usually play in group settings?,I don’t know.,0
Tell me about a time you mentored someone.,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. Tell me about a time you mentored someone.",2
Tell me about a time you mentored someone.,I have some experience with this and managed it reasonably.,1
Tell me about a time you mentored someone.,I am not sure.,0
What skills do you hope to develop in your next role?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What skills do you hope to develop in your next role?,2
What skills do you hope to develop in your next role?,I worked on it and learned something from the experience.,1
What skills do you hope to develop in your next role?,I did not handle it.,0
How do you deal with feedback that you disagree with?,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. How do you deal with feedback that you disagree with?",2
How do you deal with feedback that you disagree with?,I tried to handle the situation and do my best.,1
How do you deal with feedback that you disagree with?,I don’t know.,0
Where do you see yourself in 5 years?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. Where do you see yourself in 5 years?,2
Where do you see yourself in 5 years?,I have some experience with this and managed it reasonably.,1
Where do you see yourself in 5 years?,I am not sure.,0
Why do you want to work at our company?,I'm motivated by challenges and the opportunity to grow both personally and professionally. Why do you want to work at our company?,2
Why do you want to work at our company?,I worked on it and learned something from the experience.,1
Why do you want to work at our company?,I did not handle it.,0
What skills do you hope to develop in your next role?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What skills do you hope to develop in your next role?,2
What skills do you hope to develop in your next role?,I tried to handle the situation and do my best.,1
What skills do you hope to develop in your next role?,I don’t know.,0
What kind of growth opportunities are you looking for?,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What kind of growth opportunities are you looking for?,2
What kind of growth opportunities are you looking for?,I have some experience with this and managed it reasonably.,1
What kind of growth opportunities are you looking for?,I am not sure.,0
How do you stay motivated during repetitive tasks?,I'm motivated by challenges and the opportunity to grow both personally and professionally. How do you stay motivated during repetitive tasks?,2
How do you stay motivated during repetitive tasks?,I worked on it and learned something from the experience.,1
How do you stay motivated during repetitive tasks?,I did not handle it.,0
How do you stay motivated during repetitive tasks?,I'm motivated by challenges and the opportunity to grow both personally and professionally. How do you stay motivated during repetitive tasks?,2
How do you stay motivated during repetitive tasks?,I tried to handle the situation and do my best.,1
How do you stay motivated during repetitive tasks?,I don’t know.,0
What are your expectations from leadership in a company?,"I thrive in collaborative, transparent environments where innovation and respect are valued. What are your expectations from leadership in a company?",2
What are your expectations from leadership in a company?,I have some experience with this and managed it reasonably.,1
What are your expectations from leadership in a company?,I am not sure.,0
How do you handle disagreements within a team?,"I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. How do you handle disagreements within a team?",2
